name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,tensor,tensor_stem,component,component_label,component_order,layer,submodule,submodule_group,shape,numel,baseline_mean,baseline_std,tuned_mean,tuned_std,delta_mean,delta_std,delta_l1_sum,delta_l2_norm,delta_linf_norm,baseline_l2_norm,tuned_l2_norm,relative_l2,cosine_similarity,sign_flip_fraction,abs_delta_q500,abs_delta_q950,abs_delta_q990,abs_delta_q999,abs_delta_z_q500,abs_delta_z_q950,abs_delta_z_q990,abs_delta_z_q999,tail_abs_delta_z_gt_1p0_fraction,tail_abs_delta_z_gt_2p0_fraction,tail_abs_delta_z_gt_3p0_fraction,tail_abs_delta_z_gt_5p0_fraction
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.16.self_attn.out_proj.weight.tensor,transformer_encoder.16.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,16.0,self_attn_out_proj_weight,Self-attention,512x512,262144,1.39124977067695e-05,0.06549250334501266,1.8888298654928803e-05,0.06548172235488892,4.975808224116918e-06,0.0008251300314441323,172.05747985839844,0.42247418838297507,0.00372314453125,33.532176492908455,33.52665538185624,0.012599068493878091,0.9999199342868976,0.004421234130859375,0.00054931640625,0.001617431640625,0.00213623046875,0.00274658203125,0.008387468755245209,0.024696435779333115,0.03261793404817581,0.041937343776226044,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.17.self_attn.Wqkv.weight.tensor,transformer_encoder.17.self_attn.Wqkv.weight,transformer_self_attn,Transformer self-attention,1,17.0,self_attn_Wqkv_weight,Self-attention,1536x512,786432,-7.111241575330496e-05,0.09043940156698227,-7.08357838448137e-05,0.09053130447864532,2.7663563173518924e-07,0.0009280837839469314,567.6724853515625,0.8230334613505426,0.01220703125,80.20265774021301,80.28415416603858,0.01026192254147545,0.9999460684940392,0.0036722819786518812,0.0006103515625,0.001827239990234375,0.00250244140625,0.0041046142578125,0.006748734507709742,0.020204024389386177,0.027669811621308327,0.04538524150848389,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.17.self_attn.out_proj.bias.tensor,transformer_encoder.17.self_attn.out_proj.bias,transformer_self_attn,Transformer self-attention,1,17.0,self_attn_out_proj_bias,Self-attention,512,512,-0.0052572558633983135,0.03579435124993324,-0.005276920273900032,0.03583495691418648,-1.9664294086396694e-05,0.00043760688276961446,0.17614465951919556,0.009911905630723696,0.00164794921875,0.8186230655728276,0.81959680489615,0.012108021441804574,0.9999275489904764,0.00390625,0.0002880096435546875,0.0009033200331032276,0.0011048251762986183,0.0015417146496474743,0.008046229369938374,0.025236377492547035,0.030865898355841637,0.0430714376270771,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.17.self_attn.out_proj.weight.tensor,transformer_encoder.17.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,17.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-0.00015262558008544147,0.068601094186306,-0.000153040251461789,0.0685630589723587,-4.146445462538395e-07,0.0008225757046602666,171.2409210205078,0.4211587653988269,0.004241943359375,35.1238600793677,35.10438709284158,0.011990674272336316,0.9999274363899036,0.003902435302734375,0.00054931640625,0.001617431640625,0.0021514892578125,0.002790212631225586,0.008007398806512356,0.023577341809868813,0.03136231377720833,0.04067300260066986,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.0.ff.fc1.weight.tensor,transformer_encoder.0.ff.fc1.weight,transformer_ffn,Transformer FFN,2,0.0,ff_fc1_weight,Feed-forward,4096x512,2097152,0.00048342556692659855,0.05654734745621681,0.00048331718426197767,0.05648697540163994,-1.0842370556929382e-07,0.0007152665057219565,1118.40185546875,1.0358129757338181,0.003997802734375,81.89238842071954,81.80496169434039,0.012648464597373194,0.9999175527939705,0.004737377166748047,0.00042724609375,0.00146484375,0.001983642578125,0.0025787353515625,0.007555544842034578,0.02590472437441349,0.035079315304756165,0.045603107661008835,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.0.ff.fc2.weight.tensor,transformer_encoder.0.ff.fc2.weight,transformer_ffn,Transformer FFN,2,0.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-7.165218994487077e-05,0.056143082678318024,-7.070834544720128e-05,0.0560649149119854,9.438566053177055e-07,0.0007905453094281256,659.10498046875,0.8095178529609726,0.00408935546875,57.49062423560906,57.41057711985114,0.014080867336617856,0.9998994478996494,0.005208015441894531,0.00052642822265625,0.001556396484375,0.0020599365234375,0.0026397705078125,0.009376544505357742,0.027721958234906197,0.03669082745909691,0.047018613666296005,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.1.ff.fc1.weight.tensor,transformer_encoder.1.ff.fc1.weight,transformer_ffn,Transformer FFN,2,1.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.00020184538152534515,0.06706023961305618,-0.0001994133781408891,0.0669846311211586,2.4319756448676344e-06,0.000773489591665566,1265.4713134765625,1.1201337365787893,0.004150390625,97.11417551489329,97.00467631285875,0.011534193959222727,0.9999308710249993,0.0038552284240722656,0.00048828125,0.0015411376953125,0.0020599365234375,0.002655029296875,0.007281232625246048,0.022981390357017517,0.030717698857188225,0.039591699838638306,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.1.ff.fc2.weight.tensor,transformer_encoder.1.ff.fc2.weight,transformer_ffn,Transformer FFN,2,1.0,ff_fc2_weight,Feed-forward,512x2048,1048576,8.975168748293072e-05,0.06665235012769699,9.037251584231853e-05,0.0665641725063324,6.208310310285015e-07,0.0008063255809247494,673.560791015625,0.8256766997443751,0.00445556640625,68.25213910338269,68.16184496751097,0.012097447942161877,0.99992541199421,0.0042781829833984375,0.00054931640625,0.0015869140625,0.0020751953125,0.002674102783203125,0.008241514675319195,0.02380882203578949,0.03113461285829544,0.04012015461921692,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.2.ff.fc1.weight.tensor,transformer_encoder.2.ff.fc1.weight,transformer_ffn,Transformer FFN,2,2.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0003498551668599248,0.07062771916389465,-0.0003488326328806579,0.07054921984672546,1.0225171536148991e-06,0.0008066254085861146,1346.6844482421875,1.1681146434898366,0.0042724609375,102.28127386953587,102.16760127359358,0.011420611019958603,0.9999315568967856,0.00380706787109375,0.00054931640625,0.0015869140625,0.0020751953125,0.002685546875,0.0077776312828063965,0.02246871218085289,0.029382161796092987,0.03802397474646568,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.2.ff.fc2.weight.tensor,transformer_encoder.2.ff.fc2.weight,transformer_ffn,Transformer FFN,2,2.0,ff_fc2_weight,Feed-forward,512x2048,1048576,8.055991202127188e-06,0.06815996021032333,8.068378519965336e-06,0.0680777058005333,1.238083768839715e-08,0.0008044035639613867,671.4989624023438,0.8237083988364946,0.00390625,69.7958693541835,69.71164450008513,0.011801678329365356,0.9999286747561784,0.004162788391113281,0.00054931640625,0.0015869140625,0.0020751953125,0.002685546875,0.008059223182499409,0.02328220009803772,0.03044595569372177,0.039400648325681686,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.3.ff.fc1.weight.tensor,transformer_encoder.3.ff.fc1.weight,transformer_ffn,Transformer FFN,2,3.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0007111746817827225,0.07065483182668686,-0.0007087974809110165,0.07058364897966385,2.3771253836457618e-06,0.0007966012344695628,1329.62646484375,1.1536025074328395,0.0040740966796875,102.32447814733774,102.2213581140825,0.011273964239248285,0.9999332396469715,0.003756999969482422,0.00054168701171875,0.0015716552734375,0.0020751953125,0.002655029296875,0.007666665595024824,0.022244127467274666,0.029370887205004692,0.03757745772600174,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.3.ff.fc2.weight.tensor,transformer_encoder.3.ff.fc2.weight,transformer_ffn,Transformer FFN,2,3.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-2.885437606892083e-05,0.06670832633972168,-2.902750020439271e-05,0.06663957983255386,-1.731056045173318e-07,0.0007905990933068097,659.847412109375,0.8095726316853655,0.00390625,68.30940137643024,68.23901010419186,0.011851555062297648,0.9999280963941145,0.004067420959472656,0.0005340576171875,0.001556396484375,0.00205230712890625,0.00262451171875,0.008005860261619091,0.02333136461675167,0.03076537884771824,0.03934308513998985,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.4.ff.fc1.weight.tensor,transformer_encoder.4.ff.fc1.weight,transformer_ffn,Transformer FFN,2,4.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.001038560178130865,0.07028269022703171,-0.0010364187182858586,0.07021451741456985,2.1414705315692117e-06,0.0007954374304972589,1328.4111328125,1.151916062466075,0.00457763671875,101.79146786291815,101.69270980046947,0.011316430410624797,0.999933206220231,0.0037865638732910156,0.0005435943603515625,0.00156402587890625,0.0020751953125,0.0026397705078125,0.007734397891908884,0.022253355011343956,0.029526403173804283,0.03755932301282883,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.4.ff.fc2.weight.tensor,transformer_encoder.4.ff.fc2.weight,transformer_ffn,Transformer FFN,2,4.0,ff_fc2_weight,Feed-forward,512x2048,1048576,1.6859914467204362e-05,0.06677135825157166,1.5976478607626632e-05,0.06670501828193665,-8.834351206132851e-07,0.000787877244874835,657.6051635742188,0.8067858844598407,0.004425048828125,68.37394666121921,68.30600952698086,0.011799609703054149,0.9999287211349209,0.0039844512939453125,0.00052642822265625,0.001544952392578125,0.002044677734375,0.00262451171875,0.007884041406214237,0.023137947544455528,0.030622074380517006,0.039305947721004486,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.5.ff.fc1.weight.tensor,transformer_encoder.5.ff.fc1.weight,transformer_ffn,Transformer FFN,2,5.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0008525169687345624,0.06985998153686523,-0.000849891803227365,0.06979403644800186,2.625087518026703e-06,0.0007919686031527817,1321.5167236328125,1.1468948591212376,0.00435638427734375,101.17574437581371,101.08020098540564,0.011335670087695388,0.9999330304170783,0.003894805908203125,0.0005340576171875,0.001556396484375,0.0020751953125,0.002655029296875,0.007644684985280037,0.0222787968814373,0.02970506250858307,0.038005005568265915,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.5.ff.fc2.weight.tensor,transformer_encoder.5.ff.fc2.weight,transformer_ffn,Transformer FFN,2,5.0,ff_fc2_weight,Feed-forward,512x2048,1048576,3.536560325301252e-05,0.06654928624629974,3.540973557392135e-05,0.06649552285671234,4.4125556541985134e-08,0.0007796366699039936,650.6539306640625,0.7983470858090864,0.004150390625,68.14655264001804,68.09149477105235,0.011715149994840053,0.9999295078763459,0.003933906555175781,0.000518798828125,0.00152587890625,0.00201416015625,0.00260162353515625,0.007795707322657108,0.022928550839424133,0.03026568703353405,0.03909318149089813,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.6.ff.fc1.weight.tensor,transformer_encoder.6.ff.fc1.weight,transformer_ffn,Transformer FFN,2,6.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0011859332444146276,0.06967145204544067,-0.0011813940946012735,0.06960611790418625,4.539123438007664e-06,0.0007797451107762754,1300.8294677734375,1.129206422807384,0.0042724609375,100.90981625008045,100.81508637413847,0.01119025348345605,0.9999343016360746,0.003863811492919922,0.000518798828125,0.00152587890625,0.00201416015625,0.0026092529296875,0.007446360774338245,0.02190106175839901,0.02890940010547638,0.03745081648230553,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.6.ff.fc2.weight.tensor,transformer_encoder.6.ff.fc2.weight,transformer_ffn,Transformer FFN,2,6.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-8.750530105317011e-05,0.06490107625722885,-8.66142800077796e-05,0.06484521925449371,8.910441806619929e-07,0.0007750564836896956,646.776123046875,0.7936574266171678,0.0037994384765625,66.45883212325883,66.40163219238289,0.011942091084977053,0.9999267906297726,0.0042572021484375,0.000518798828125,0.00152587890625,0.00201416015625,0.002593994140625,0.007993685081601143,0.02351083792746067,0.031034307554364204,0.039968427270650864,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.7.ff.fc1.weight.tensor,transformer_encoder.7.ff.fc1.weight,transformer_ffn,Transformer FFN,2,7.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0017821099609136581,0.06979400664567947,-0.0017780610360205173,0.06973131746053696,4.048935352329863e-06,0.0007940420182421803,1325.580078125,1.1499059721612075,0.0041046142578125,101.10562140498173,101.01471021434205,0.0113733139283642,0.9999322289109479,0.003924369812011719,0.0005340576171875,0.001556396484375,0.0020751953125,0.002655029296875,0.007651911582797766,0.022299855947494507,0.029733141884207726,0.03804093226790428,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.7.ff.fc2.weight.tensor,transformer_encoder.7.ff.fc2.weight,transformer_ffn,Transformer FFN,2,7.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-0.00010145736450795084,0.0664454996585846,-0.00010127430141437799,0.06640134751796722,1.8306030824533082e-07,0.0007872198475524783,656.971923828125,0.806112268793052,0.00390625,68.04034304183071,67.99513137442268,0.011847563265479838,0.9999278190343932,0.0043506622314453125,0.00052642822265625,0.0015411376953125,0.002044677734375,0.00262451171875,0.007922706194221973,0.02319400943815708,0.030772250145673752,0.0394987091422081,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.8.ff.fc1.weight.tensor,transformer_encoder.8.ff.fc1.weight,transformer_ffn,Transformer FFN,2,8.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.001965048024430871,0.07154137641191483,-0.001962977461516857,0.07147891819477081,2.070606115012197e-06,0.0008168237982317805,1364.3765869140625,1.1828860946597746,0.00421142578125,103.64221622666605,103.5517213008794,0.011413168665486518,0.9999318641055372,0.004044532775878906,0.00054931640625,0.0015869140625,0.002109527587890625,0.002716064453125,0.007678302936255932,0.022181764245033264,0.029486816376447678,0.03796494007110596,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.8.ff.fc2.weight.tensor,transformer_encoder.8.ff.fc2.weight,transformer_ffn,Transformer FFN,2,8.0,ff_fc2_weight,Feed-forward,512x2048,1048576,3.0415469154831953e-05,0.07051945477724075,2.8968022888875566e-05,0.0704716145992279,-1.4474446743406588e-06,0.0008006212301552296,667.9694213867188,0.8198365420153134,0.0078125,72.2120020646672,72.16301329823506,0.011353189477853323,0.9999333743339025,0.0048503875732421875,0.00054931640625,0.0015869140625,0.0020751953125,0.002685546875,0.0077895717695355415,0.022503206506371498,0.029427271336317062,0.03808235004544258,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.9.ff.fc1.weight.tensor,transformer_encoder.9.ff.fc1.weight,transformer_ffn,Transformer FFN,2,9.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0007123917457647622,0.07014453411102295,-0.0007087716367095709,0.07007702440023422,3.6200285649101716e-06,0.0008343953522853553,1394.2105712890625,1.2083398336476836,0.00445556640625,101.58553104250379,101.48771284926565,0.011894802549608148,0.9999262487019013,0.004076957702636719,0.00054931640625,0.00164794921875,0.002166748046875,0.0027618408203125,0.007831206545233727,0.02349361963570118,0.030889760702848434,0.03937356546521187,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.9.ff.fc2.weight.tensor,transformer_encoder.9.ff.fc2.weight,transformer_ffn,Transformer FFN,2,9.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-1.7453397958888672e-05,0.0699407085776329,-1.7949998436961323e-05,0.06987453252077103,-4.966082087776158e-07,0.0008212722023017704,685.6486206054688,0.8409820294790535,0.0042724609375,71.61935855291675,71.55159578496485,0.011742384272510247,0.9999293184675071,0.004258155822753906,0.00054931640625,0.001617431640625,0.00213623046875,0.00274658203125,0.007854028604924679,0.023125750944018364,0.03054344654083252,0.03927014395594597,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.10.ff.fc1.weight.tensor,transformer_encoder.10.ff.fc1.weight,transformer_ffn,Transformer FFN,2,10.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0010418423917144537,0.0677933469414711,-0.0010363184846937656,0.06773877888917923,5.523833806364564e-06,0.0008175941184163094,1364.8482666015625,1.1840247952500431,0.0042724609375,98.18698281213248,98.1078557873298,0.012058877473763528,0.9999241396581368,0.004172325134277344,0.00054931640625,0.00159454345703125,0.0021305084228515625,0.002716064453125,0.00810280628502369,0.02352064475417137,0.031426507979631424,0.040063872933387756,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.10.ff.fc2.weight.tensor,transformer_encoder.10.ff.fc2.weight,transformer_ffn,Transformer FFN,2,10.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-3.444885805947706e-05,0.06464735418558121,-3.534222560119815e-05,0.064589723944664,-8.933725439419504e-07,0.0008136167889460921,678.9484252929688,0.8331431092270857,0.009765625,66.19897430639503,66.13995872863092,0.012585438338832222,0.9999189319746065,0.004397392272949219,0.00054931640625,0.0015869140625,0.002105712890625,0.002716064453125,0.008497119881212711,0.024547236040234566,0.032572295516729355,0.042013540863990784,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.11.ff.fc1.weight.tensor,transformer_encoder.11.ff.fc1.weight,transformer_ffn,Transformer FFN,2,11.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0010969180148094893,0.0668487623333931,-0.0010920532513409853,0.06679187715053558,4.864775746682426e-06,0.0008121217251755297,1354.531005859375,1.1760940389175436,0.00494384765625,96.82051391137365,96.73803826249011,0.01214715757441744,0.9999230511912864,0.0041866302490234375,0.00054931640625,0.0015869140625,0.002105712890625,0.002716064453125,0.008217300288379192,0.023738866671919823,0.031499650329351425,0.04062998294830322,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.11.ff.fc2.weight.tensor,transformer_encoder.11.ff.fc2.weight,transformer_ffn,Transformer FFN,2,11.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-9.978565503843129e-05,0.06456754356622696,-9.981845505535603e-05,0.06450939178466797,-3.2797970561659895e-08,0.0007996792555786669,667.59423828125,0.8188706214518698,0.0040283203125,66.11731627734711,66.05776206993013,0.012385115844945694,0.9999214212974075,0.004215240478515625,0.00054931640625,0.0015869140625,0.0020751953125,0.002685546875,0.008507623337209225,0.024577578529715538,0.032139912247657776,0.04159282520413399,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.12.ff.fc1.weight.tensor,transformer_encoder.12.ff.fc1.weight,transformer_ffn,Transformer FFN,2,12.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.001224516425281763,0.06746090948581696,-0.0012177936732769012,0.06741867959499359,6.722707894368796e-06,0.0008359265048056841,1395.0765380859375,1.2105847737133566,0.005084991455078125,97.71007016935357,97.64875971274546,0.012389559966696656,0.9999200046262589,0.004214763641357422,0.00054931640625,0.00164794921875,0.002170562744140625,0.0028076171875,0.008142735809087753,0.02442820742726326,0.03217511624097824,0.04161842539906502,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.12.ff.fc2.weight.tensor,transformer_encoder.12.ff.fc2.weight,transformer_ffn,Transformer FFN,2,12.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-3.34338765242137e-05,0.06491831690073013,-3.3792581234592944e-05,0.06487713754177094,-3.586960133361572e-07,0.0008136226097121835,679.3369750976562,0.8331487252476627,0.0081787109375,66.47643350043307,66.4342624740333,0.012532993744952075,0.9999194349972552,0.004256248474121094,0.00054931640625,0.0015869140625,0.002105712890625,0.002716064453125,0.00846165418624878,0.024444779381155968,0.03243634104728699,0.041838180273771286,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.13.ff.fc1.weight.tensor,transformer_encoder.13.ff.fc1.weight,transformer_ffn,Transformer FFN,2,13.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0013571280287578702,0.06774163991212845,-0.0013545609544962645,0.06769813597202301,2.566927832958754e-06,0.0008388038258999586,1400.213134765625,1.214718091543681,0.0051784515380859375,98.12019793186059,98.05715210082842,0.012379898503539788,0.9999203774877687,0.004184722900390625,0.00054931640625,0.00164794921875,0.00218963623046875,0.0028076171875,0.00810899119824171,0.024326972663402557,0.032323338091373444,0.041445955634117126,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.13.ff.fc2.weight.tensor,transformer_encoder.13.ff.fc2.weight,transformer_ffn,Transformer FFN,2,13.0,ff_fc2_weight,Feed-forward,512x2048,1048576,4.59549373772461e-05,0.06497791409492493,4.558133514365181e-05,0.06494211405515671,-3.736058147296717e-07,0.0008096586680039763,675.2310791015625,0.8290896285673075,0.00732421875,66.537469618864,66.50081134960874,0.012460492310820314,0.9999202576269302,0.004237174987792969,0.00054931640625,0.0015869140625,0.002105712890625,0.0027313232421875,0.008453893475234509,0.024422358721494675,0.03240659087896347,0.042034637182950974,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.14.ff.fc1.weight.tensor,transformer_encoder.14.ff.fc1.weight,transformer_ffn,Transformer FFN,2,14.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0012365194270387292,0.06819237023591995,-0.0012306005228310823,0.06814581155776978,5.918988790654112e-06,0.0008471155888400972,1414.7855224609375,1.226778922455839,0.0045166015625,98.76948482609646,98.70190680148991,0.012420626923546453,0.9999195446814917,0.004113197326660156,0.0005645751953125,0.001651763916015625,0.002197265625,0.0028076171875,0.00827915407717228,0.0242221187800169,0.03222157061100006,0.04117200896143913,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.14.ff.fc2.weight.tensor,transformer_encoder.14.ff.fc2.weight,transformer_ffn,Transformer FFN,2,14.0,ff_fc2_weight,Feed-forward,512x2048,1048576,5.758010229328647e-05,0.06619220972061157,5.593955211224966e-05,0.06614874303340912,-1.6405381302320166e-06,0.0008170884102582932,681.7052001953125,0.836699343615676,0.0068359375,67.78092222719273,67.73640964360489,0.012344171724473704,0.9999217289521004,0.0040912628173828125,0.00054931640625,0.0015869140625,0.00213623046875,0.00274658203125,0.008298806846141815,0.023974329233169556,0.03227313607931137,0.041494034230709076,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.15.ff.fc1.weight.tensor,transformer_encoder.15.ff.fc1.weight,transformer_ffn,Transformer FFN,2,15.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0012952552642673254,0.06821955740451813,-0.0012896672124043107,0.06816453486680984,5.588171461567981e-06,0.000873700191732496,1457.5037841796875,1.265273339665866,0.00717926025390625,98.81042455125876,98.73061024037834,0.01280505923754514,0.9999145885988676,0.004261970520019531,0.0005888938903808594,0.001708984375,0.00225830078125,0.002960205078125,0.008632331155240536,0.025051236152648926,0.03310341760516167,0.04339231923222542,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.15.ff.fc2.weight.tensor,transformer_encoder.15.ff.fc2.weight,transformer_ffn,Transformer FFN,2,15.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-6.418526027118787e-05,0.06722520291805267,-6.261705857468769e-05,0.06717589497566223,1.5682003322581295e-06,0.0008360197534784675,696.4913330078125,0.8560848717282235,0.0078125,68.83871406910141,68.78821381148808,0.012436096218602505,0.9999206642436071,0.004071235656738281,0.00054931640625,0.00164794921875,0.002197265625,0.002838134765625,0.00817128550261259,0.024513857439160347,0.03268514201045036,0.04221830889582634,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.16.ff.fc1.weight.tensor,transformer_encoder.16.ff.fc1.weight,transformer_ffn,Transformer FFN,2,16.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-0.0005580946453846991,0.0698450431227684,-0.0005510809132829309,0.06979051977396011,7.013793947407976e-06,0.0008917984669096768,1489.330078125,1.2914964758617775,0.0059814453125,101.14981057662689,101.07077115195075,0.012768155160146155,0.9999151465029361,0.004253864288330078,0.0006103515625,0.0017547607421875,0.0023193359375,0.00299072265625,0.008738651871681213,0.02512362413108349,0.03320687636733055,0.042819391936063766,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.16.ff.fc2.weight.tensor,transformer_encoder.16.ff.fc2.weight,transformer_ffn,Transformer FFN,2,16.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-1.4280323739512824e-05,0.0670946016907692,-1.4491855836240575e-05,0.06702720373868942,-2.1152442286620499e-07,0.0008598972344771028,717.7843017578125,0.8805339745070774,0.0045166015625,68.70494262151014,68.63592809163434,0.012816166361681628,0.9999160120265597,0.003978729248046875,0.000579833984375,0.00170135498046875,0.002227783203125,0.00286865234375,0.008642035536468029,0.025357551872730255,0.0332036092877388,0.042755331844091415,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.17.ff.fc1.weight.tensor,transformer_encoder.17.ff.fc1.weight,transformer_ffn,Transformer FFN,2,17.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-2.1685345927835442e-06,0.07129102200269699,2.5494082365185022e-06,0.07121128588914871,4.717948286270257e-06,0.0009352964698337018,1563.1036376953125,1.3544653440867025,0.0052490234375,103.24059335933468,103.12512784082985,0.013119503675965875,0.9999108278998146,0.0042858123779296875,0.0006103515625,0.0018310546875,0.00241851806640625,0.00311279296875,0.008561407215893269,0.02568422257900238,0.03392457589507103,0.04366317763924599,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.17.ff.fc2.weight.tensor,transformer_encoder.17.ff.fc2.weight,transformer_ffn,Transformer FFN,2,17.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-1.5033847375889309e-05,0.06867311894893646,-1.4916889995220117e-05,0.06857649236917496,1.1695669854816515e-07,0.0008864290430210531,737.1370239257812,0.9077024987393454,0.007080078125,70.32134666568182,70.22240408271601,0.01290792258365992,0.9999153119611642,0.004138946533203125,0.0005950927734375,0.001739501953125,0.0023193359375,0.0030517578125,0.008665584027767181,0.02533016912639141,0.03377356007695198,0.04443889483809471,0.0,0.0,0.0,0.0
Gamma,Gamma,Gamma,Gamma,base,,,3,transformer_encoder.0.deepnorm_alpha.tensor,transformer_encoder.0.deepnorm_alpha,transformer_norm_deepnorm,Transformer norm/deepnorm,3,0.0,deepnorm_alpha,Norm/deepnorm,scalar,1,2.44921875,0.0,2.44921875,0.0,0.0,0.0,0.0,0.0,0.0,2.44921875,2.44921875,0.0,0.9999999999998332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
