name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,component,component_label,component_order,layer,submodule_group,numel,delta_l1_sum,delta_l2_norm,baseline_l2_norm,tuned_l2_norm,relative_l2,cosine_similarity,sign_flip_fraction,tail_abs_delta_z_gt_1p0_count,tail_abs_delta_z_gt_1p0_fraction,tail_abs_delta_z_gt_2p0_count,tail_abs_delta_z_gt_2p0_fraction,tail_abs_delta_z_gt_3p0_count,tail_abs_delta_z_gt_3p0_fraction,tail_abs_delta_z_gt_5p0_count,tail_abs_delta_z_gt_5p0_fraction,p999_abs_delta_z_approx,delta_energy_share
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,11.0,Feed-forward,3145728,2102.894775390625,1.4894454087468445,117.24210602757547,117.1390983377241,0.012704014446793652,0.9999166040521711,0.00434112548828125,0,0.0,0,0.0,0,0.0,0,0.0,0.042981239571653236,0.02920876907115321
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,12.0,Feed-forward,3145728,2158.3638916015625,1.5280520462688982,118.1794145502401,118.10559116342672,0.012929934135181252,0.9999134022655646,0.0043799082438151045,0,0.0,0,0.0,0,0.0,0,0.0,0.04501284401678097,0.030742584017742932
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,13.0,Feed-forward,3145728,2163.7948608398438,1.5318220588068012,118.55297594522354,118.47890725713059,0.012920992042532569,0.9999138789029203,0.004405975341796875,0,0.0,0,0.0,0,0.0,0,0.0,0.045302044752180456,0.030894467458786552
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,14.0,Feed-forward,3145728,2195.0419921875,1.5530793580500395,119.79008536093983,119.70683998444909,0.012965007524374317,0.9999130880277894,0.004323641459147136,0,0.0,0,0.0,0,0.0,0,0.0,0.04464110686325135,0.03175787025583697
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,15.0,Feed-forward,3145728,2272.6683349609375,1.6087276304834235,120.42536508015037,120.3304024829916,0.013358710844785104,0.9999080687075275,0.0044078826904296875,0,0.0,0,0.0,0,0.0,0,0.0,0.048835917371454526,0.034074470600061545
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,16.0,Feed-forward,3145728,2326.393310546875,1.6443136438212584,122.27695334899582,122.17455174360167,0.013447453496229498,0.9999066438864909,0.004408836364746094,0,0.0,0,0.0,0,0.0,0,0.0,0.04818658195616972,0.035598639114129964
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_ffn,Transformer FFN,2,17.0,Feed-forward,3145728,2353.6436767578125,1.6644926276417553,124.91481863278872,124.76076912122156,0.013325021369440884,0.9999087570915276,0.004356066385904948,0,0.0,0,0.0,0,0.0,0,0.0,0.047612622103820904,0.03647773188233222
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,0.0,Norm/deepnorm,1025,0.5874988436698914,0.023434411530851552,5.030958463384759,5.0386194315265405,0.004658041146911109,0.9999904354747303,0.033170731707317075,0,0.0,0,0.0,0,0.0,0,0.0,0.03856613514795704,7.230564083970619e-06
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,1.0,Norm/deepnorm,1025,0.7040287256240845,0.028043647254300152,6.668480467421702,6.682160572204152,0.0042054029236946585,0.9999933892783216,0.005853658536585366,0,0.0,0,0.0,0,0.0,0,0.0,0.042150816639749,1.0354593795881158e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,2.0,Norm/deepnorm,1025,0.6854353547096252,0.027093754062774655,7.704114374533807,7.717847887211294,0.0035167902169690518,0.9999956034404903,0.000975609756097561,0,0.0,0,0.0,0,0.0,0,0.0,0.0914547188188591,9.665013023776459e-06
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,3.0,Norm/deepnorm,1025,0.6807861328125,0.027060265376135314,8.920147890652558,8.934693649496415,0.0030336117414027173,0.999996899953539,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.11625916981796243,9.641135302013669e-06
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,4.0,Norm/deepnorm,1025,0.687255859375,0.026949630731943893,9.422039783358974,9.4374409856909,0.0028602756251930664,0.9999973440342141,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09997766912583328,9.56246178588442e-06
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,5.0,Norm/deepnorm,1025,0.7679443359375,0.029483202645626934,10.584850252630194,10.603320814371338,0.0027854151869836767,0.9999978151010627,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0914547188188591,1.1444936567081814e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,6.0,Norm/deepnorm,1025,0.82373046875,0.031886298477223934,11.533993113026714,11.555723936940822,0.0027645498106989653,0.9999980937326962,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09865074507666197,1.3386661727009964e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,7.0,Norm/deepnorm,1025,0.843505859375,0.03245004556120744,11.783549360123246,11.806231253242048,0.0027538430543702737,0.9999982158245807,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0914547188188591,1.3864196236383019e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,8.0,Norm/deepnorm,1025,1.0753173828125,0.039424931489719234,9.960370311670419,9.989836868924568,0.003958179290133587,0.9999966763861302,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.16263204342647633,2.0464727665650757e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,9.0,Norm/deepnorm,1025,0.6210403442382812,0.02455669817526744,8.316425285837186,8.325154245224956,0.002952794900602832,0.9999963628551459,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.08718207822828865,7.939698661281831e-06
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,10.0,Norm/deepnorm,1025,0.72186279296875,0.028090564521726993,9.819863636134434,9.834768793969433,0.002860586008379839,0.9999972298853281,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.11625916981796243,1.0389269430143003e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,11.0,Norm/deepnorm,1025,0.7091064453125,0.02706742308417829,9.910766727107475,9.928283063850833,0.002731112922892432,0.9999980117891983,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.12195682761741908,9.646236327997111e-06
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,12.0,Norm/deepnorm,1025,0.788818359375,0.0303216365927105,9.29505464058627,9.315162841225318,0.0032621256964224525,0.9999972463150313,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1772719935315483,1.2105127045323526e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,13.0,Norm/deepnorm,1025,0.875244140625,0.03304161733372691,10.103855046976017,10.128277283547378,0.0032701990656143335,0.9999977140933188,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17766909886893686,1.4374298834727285e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,14.0,Norm/deepnorm,1025,1.1551513671875,0.04268570354697355,11.51499608055111,11.550085713122165,0.0037069663982835584,0.9999979603187449,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.20674128791550117,2.398992900682374e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,15.0,Norm/deepnorm,1025,0.8331298828125,0.03267359624239162,13.669368073731729,13.691899955435273,0.0023902784727245522,0.999998604713532,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.12480565651714742,1.405587709737623e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,16.0,Norm/deepnorm,1025,1.0047607421875,0.03861572350519318,10.934962386985386,10.962631910306891,0.003531399755992709,0.9999971471244162,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.17671604605920432,1.9633260430349605e-05
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,transformer_norm_deepnorm,Transformer norm/deepnorm,3,17.0,Norm/deepnorm,1025,2.284194231033325,0.0882456021790176,8.623354879302466,8.686452459395936,0.010233326056290687,0.9999747195948477,0.000975609756097561,0,0.0,0,0.0,0,0.0,0,0.0,0.4036789274540763,0.0001025298252318874
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,upsample,Upsample,4,,Upsample,525312,388.52345883846283,0.6752928904407839,46.808640365494604,46.79311116451097,0.014426671767603134,0.9998947477751357,0.004859968932748538,0,0.0,0,0.0,0,0.0,0,0.0,0.05515786603478258,0.006004107091945775
BetaQCH,BetaQCH,BetaQCH,Beta,QCH,,,7,crf,CRF head,5,,CRF,2097152,1759.7799072265625,1.5025392338712855,48.61623023021093,48.418494255165555,0.03090612387583996,0.9995253496938812,0.010089397430419922,0,0.0,0,0.0,0,0.0,0,0.0,0.0990921445317391,0.029724579325186337
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,conv,Convolution front-end,0,0.0,Conv,384,16.060551524162292,2.4650715590044894,14.461701556876564,16.74763511930068,0.17045515351768362,0.9982430838190217,0.2682291666666667,2,0.005208333333333333,0,0.0,0,0.0,0,0.0,1.2694853171879634,0.08723402914778601
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,conv,Convolution front-end,0,1.0,Conv,20544,111.51471042633057,2.426291886547368,46.497315688230195,46.174179035152456,0.052181332419614916,0.9986533558838964,0.08177570093457943,0,0.0,0,0.0,0,0.0,0,0.0,0.7021807556066721,0.08451094576310701
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,conv,Convolution front-end,0,2.0,Conv,73856,243.7476522922516,1.8250110057603468,38.04358883556148,38.27734295272476,0.047971578434639124,0.9988751649538814,0.02732344020797227,6,8.123916811091855e-05,0,0.0,0,0.0,0,0.0,0.412769421160744,0.04781430479685716
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,conv,Convolution front-end,0,3.0,Conv,147584,189.330486536026,1.1604471965702514,19.38435817030847,19.974991612438593,0.05986513385558873,0.9987114854588902,0.006030464006938421,32,0.0002168256721595837,6,4.065481352992194e-05,0,0.0,0,0.0,0.6056834432411633,0.01933203787838166
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,conv,Convolution front-end,0,4.0,Conv,328192,317.6121652126312,1.135272298684386,24.802331738681307,24.720292382038917,0.04577280517999799,0.9989544878293457,0.023751340678627147,24,7.312792511700468e-05,0,0.0,0,0.0,0,0.0,0.4653547790441532,0.018502352550823296
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,0.0,Self-attention,1049088,570.3435006737709,0.7205088815106923,72.72642185497955,72.69765237222789,0.009907113028981632,0.9999497116922115,0.007612326134699854,0,0.0,0,0.0,0,0.0,0,0.0,0.07803319728985693,0.007452561133518391
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,1.0,Self-attention,1049088,609.9125303030014,0.7635832345190504,62.75676637620779,62.710246750613116,0.012167345110511082,0.9999245828979252,0.0055209858467545146,0,0.0,0,0.0,0,0.0,0,0.0,0.05387715341613101,0.008370273303302976
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,2.0,Self-attention,1049088,655.5684972405434,0.8074080174577399,72.67765985494144,72.63478218609153,0.011109438843645325,0.9999368890919479,0.004485801000488043,0,0.0,0,0.0,0,0.0,0,0.0,0.04364897933053394,0.009358645250640866
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,3.0,Self-attention,1049088,660.840338408947,0.8137746979399705,76.67362987359456,76.64433710011365,0.010613488617684628,0.9999421028400711,0.004249405197657393,0,0.0,0,0.0,0,0.0,0,0.0,0.04090994155057903,0.00950681921133276
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,4.0,Self-attention,1049088,646.9425956606865,0.7964199756201439,78.77963763724014,78.75307633014847,0.010109464825002646,0.9999473124905339,0.003577392935578331,0,0.0,0,0.0,0,0.0,0,0.0,0.038894817541159435,0.009105654313533598
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,5.0,Self-attention,1049088,663.4610164165497,0.8165161277701446,79.58207756336601,79.55998290725839,0.010260050412983952,0.9999458199135042,0.0040320735724743775,0,0.0,0,0.0,0,0.0,0,0.0,0.04075997664913496,0.009570979910633553
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,6.0,Self-attention,1049088,634.6125239133835,0.7818070003839366,80.26332072343511,80.24073698530209,0.009740526473827497,0.9999508976755175,0.0035059022693997074,0,0.0,0,0.0,0,0.0,0,0.0,0.03714242143771497,0.008774572762816011
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,7.0,Self-attention,1049088,647.9508850574493,0.7975117097916282,80.81129729931499,80.78987163525477,0.00986881458959549,0.9999495758592621,0.0037994906051732552,0,0.0,0,0.0,0,0.0,0,0.0,0.03875940247433239,0.009130635523981835
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,8.0,Self-attention,1049088,644.7111459970474,0.7934742804678909,82.64227212211796,82.62516284008976,0.009601312501372042,0.9999523476434464,0.003561188384577843,0,0.0,0,0.0,0,0.0,0,0.0,0.03563761558252805,0.009038421248501053
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,9.0,Self-attention,1049088,676.9365711808205,0.8317600639619297,81.46292152450843,81.36021910673315,0.010210290134410185,0.9999469676477808,0.0038814665690580772,0,0.0,0,0.0,0,0.0,0,0.0,0.04067193914857799,0.009931686418418862
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,10.0,Self-attention,1049088,659.3287542462349,0.811010750507999,81.52731743185629,81.50179966083418,0.009947717845443198,0.9999488928707647,0.003854776720351391,0,0.0,0,0.0,0,0.0,0,0.0,0.040259098344865414,0.009442349953633576
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,11.0,Self-attention,1049088,649.2313194274902,0.7989927793057694,78.93266472916565,78.89690738625488,0.01012246048004675,0.9999472595490193,0.0037794732186432404,0,0.0,0,0.0,0,0.0,0,0.0,0.039800463192801554,0.009164580261650993
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,12.0,Self-attention,1049088,653.8358172774315,0.8078303149754541,77.3956421424041,77.35589905235666,0.01043767184577494,0.9999441194737937,0.0038671684358223524,0,0.0,0,0.0,0,0.0,0,0.0,0.040271146211293185,0.00936843748978718
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,13.0,Self-attention,1049088,655.7587339878082,0.8089785769303866,75.74498464486366,75.7165761329361,0.010680292308769166,0.9999413095829484,0.0038538235114690092,0,0.0,0,0.0,0,0.0,0,0.0,0.040728358181290544,0.00939508928912003
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,14.0,Self-attention,1049088,646.8246195316315,0.7998205732354804,77.59547381842589,77.5713235476284,0.010307567360269719,0.9999453456689317,0.0035535627135187898,0,0.0,0,0.0,0,0.0,0,0.0,0.03962606358212471,0.00918357996735549
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,15.0,Self-attention,1049088,684.0170670747757,0.8522906414832893,77.27375583739308,77.26024140366422,0.01102949678383371,0.9999375216948762,0.0037108421791117617,0,0.0,0,0.0,0,0.0,0,0.0,0.041992167329891174,0.010428030902420069
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,16.0,Self-attention,1049088,721.174890756607,0.9022907879287674,69.91971956990635,69.93783454371832,0.012904668289274763,0.9999153696040409,0.004323755490483162,0,0.0,0,0.0,0,0.0,0,0.0,0.05574583599664424,0.01168745406061978
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_self_attn,Transformer self-attention,1,17.0,Self-attention,1049088,733.3979768753052,0.9184853172704491,87.56039058382642,87.62716817214071,0.010489735268952709,0.9999436542606079,0.003688918374816984,0,0.0,0,0.0,0,0.0,0,0.0,0.044971948351218365,0.01211075745019218
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,0.0,Feed-forward,3145728,1776.6131591796875,1.314060509642773,100.05765915835728,99.9384918259101,0.013133032700305818,0.9999117417705319,0.004888852437337239,0,0.0,0,0.0,0,0.0,0,0.0,0.05087207776347079,0.02478891955114592
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,1.0,Feed-forward,3145728,1937.5526733398438,1.39068134065145,118.69927370512846,118.55609991951069,0.011716005475367565,0.9999291127016218,0.004008928934733073,0,0.0,0,0.0,0,0.0,0,0.0,0.04145990058365066,0.02776400571931651
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,2.0,Feed-forward,3145728,2016.4642944335938,1.4281456768450582,123.8261780209712,123.68303506973986,0.011533471352101136,0.9999307354692398,0.003917694091796875,0,0.0,0,0.0,0,0.0,0,0.0,0.041009387266159644,0.02928005506548318
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,3.0,Feed-forward,3145728,1989.0562744140625,1.4090159447297772,123.03037488576246,122.9036597108178,0.01145258596536084,0.9999317008739422,0.00385284423828125,0,0.0,0,0.0,0,0.0,0,0.0,0.04089149832149937,0.02850090729027492
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,4.0,Feed-forward,3145728,1985.7373046875,1.4061473597050036,122.62340523618951,122.50145287722611,0.011467202015769822,0.9999316486101668,0.0038547515869140625,0,0.0,0,0.0,0,0.0,0,0.0,0.04089929091772479,0.02838497666192705
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,5.0,Feed-forward,3145728,1973.0831298828125,1.3980682567529246,121.9855888485142,121.87386417739962,0.011460929688088659,0.9999315139042196,0.003903071085611979,0,0.0,0,0.0,0,0.0,0,0.0,0.04094101483022361,0.02805973856144995
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,6.0,Feed-forward,3145728,1947.2364501953125,1.3800183099416583,120.82866954002473,120.71624018553283,0.011421282011919474,0.9999321923541913,0.0039946238199869795,0,0.0,0,0.0,0,0.0,0,0.0,0.04097950927718884,0.02733987768476432
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,7.0,Feed-forward,3145728,1982.4202270507812,1.404169196212407,121.86810477289576,121.76534329654312,0.01152204015012049,0.9999307955362983,0.004062652587890625,0,0.0,0,0.0,0,0.0,0,0.0,0.04102697002493437,0.028305169053886473
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,8.0,Feed-forward,3145728,2030.7055053710938,1.4382275937591364,126.31817852772616,126.21393358599518,0.011385753107922166,0.9999324725563107,0.0043125152587890625,0,0.0,0,0.0,0,0.0,0,0.0,0.04075022937382119,0.029694916179675127
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,9.0,Feed-forward,3145728,2078.8280029296875,1.4715043477970537,124.29381576216393,124.1727666461632,0.01183891844315701,0.9999272826881052,0.004140535990397136,0,0.0,0,0.0,0,0.0,0,0.0,0.04132465085087948,0.031084935408942502
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,10.0,Feed-forward,3145728,2042.755126953125,1.4471639579451199,118.41869697378345,118.31800535263008,0.012220738742510343,0.9999225598792777,0.004227002461751302,0,0.0,0,0.0,0,0.0,0,0.0,0.04185512208242068,0.03006507873562346
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,11.0,Feed-forward,3145728,2021.578369140625,1.432778565848393,117.24210602757547,117.138272993928,0.012220682606225016,0.9999228671715984,0.004186312357584636,0,0.0,0,0.0,0,0.0,0,0.0,0.041845549960814986,0.029470331551856906
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,12.0,Feed-forward,3145728,2070.6226806640625,1.4670494055226373,118.1794145502401,118.10313124288874,0.01241374744582913,0.9999201655602646,0.004199028015136719,0,0.0,0,0.0,0,0.0,0,0.0,0.042005416779861984,0.030897002606305315
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,13.0,Feed-forward,3145728,2068.952880859375,1.466080268310825,118.55297594522354,118.4781736722792,0.012366456907738894,0.9999206958364544,0.004193623860677083,0,0.0,0,0.0,0,0.0,0,0.0,0.04199017096049441,0.030856194785538898
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,14.0,Feed-forward,3145728,2084.3355712890625,1.4765241708776127,119.79008536093983,119.7067278125743,0.012325929699679914,0.9999210054690189,0.004093488057454427,0,0.0,0,0.0,0,0.0,0,0.0,0.04190407992223385,0.0312973806277902
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,15.0,Feed-forward,3145728,2138.54150390625,1.5170619287982854,120.42536508015037,120.32905324437445,0.01259752816849321,0.9999177305573046,0.0041535695393880205,0,0.0,0,0.0,0,0.0,0,0.0,0.044075003493537206,0.03303950175852358
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,16.0,Feed-forward,3145728,2181.5609741210938,1.5451522250320269,122.27695334899582,122.17126050970928,0.01263649594394072,0.9999174341980067,0.0041281382242838545,0,0.0,0,0.0,0,0.0,0,0.0,0.04216597392808639,0.03427436467494131
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_ffn,Transformer FFN,2,17.0,Feed-forward,3145728,2247.93359375,1.5949984877528374,124.91481863278872,124.7606399677248,0.012768689137208222,0.9999159644745456,0.004146893819173177,0,0.0,0,0.0,0,0.0,0,0.0,0.04529486878743756,0.036521400336253805
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,0.0,Norm/deepnorm,1025,0.5790547132492065,0.023028997229648004,5.030958463384759,5.039011968314949,0.004577457237472367,0.9999908964499975,0.03121951219512195,0,0.0,0,0.0,0,0.0,0,0.0,0.03856613514795704,7.613369800928833e-06
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,1.0,Norm/deepnorm,1025,0.6879081130027771,0.02752916290440731,6.668480467421702,6.682307000760814,0.004128251261872113,0.9999937770431223,0.005853658536585366,0,0.0,0,0.0,0,0.0,0,0.0,0.042150816639749,1.0879598826509057e-05
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,2.0,Norm/deepnorm,1025,0.6791412830352783,0.026735823338412682,7.704114374533807,7.718471877303664,0.0034703305323172924,0.9999958794863408,0.000975609756097561,0,0.0,0,0.0,0,0.0,0,0.0,0.08718207822828865,1.0261574341283168e-05
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,3.0,Norm/deepnorm,1025,0.6727294921875,0.026856855876818415,8.920147890652558,8.935220067452653,0.003010808363946383,0.9999970458061438,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09786367970471478,1.0354692521641921e-05
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,4.0,Norm/deepnorm,1025,0.6693115234375,0.026281996254866335,9.422039783358974,9.437483023318753,0.002789416820472601,0.999997608737982,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09901400601756066,9.916160971815128e-06
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,5.0,Norm/deepnorm,1025,0.741455078125,0.028681588255665927,10.584850252630194,10.603514365847687,0.0027096829497929107,0.9999980850761823,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.08718207822828865,1.1809547677920957e-05
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,6.0,Norm/deepnorm,1025,0.8050537109375,0.03103300093122127,11.533993113026714,11.55574853034972,0.0026905687065279507,0.9999983696467084,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09743641564565773,1.3825295382319921e-05
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,7.0,Norm/deepnorm,1025,0.82958984375,0.03174344534309983,11.783549360123246,11.806218328882794,0.002693878081465017,0.9999984056585649,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.074974768364172,1.446555144506704e-05
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,8.0,Norm/deepnorm,1025,1.044677734375,0.03819884168955847,9.960370311670419,9.989211557184065,0.0038350824813006817,0.9999969530336503,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.15503409463776835,2.094726166933623e-05
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,9.0,Norm/deepnorm,1025,0.5998153686523438,0.023705589582553737,8.316425285837186,8.325071079076723,0.0028504542237542062,0.9999966554220989,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0749533530709106,8.067303434456861e-06
BetaQCL,BetaQCL,BetaQCL,Beta,QCL,,,8,transformer_norm_deepnorm,Transformer norm/deepnorm,3,10.0,Norm/deepnorm,1025,0.7021484375,0.02724602812072069,9.819863636134434,9.835003845648506,0.0027745831439511975,0.9999974837551039,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.09992184194041646,1.0656958414278634e-05
