name,display_name,base_model,family,variant,seed_index,seed_label,sort_order,tensor,tensor_stem,component,component_label,component_order,layer,submodule,submodule_group,shape,numel,baseline_mean,baseline_std,tuned_mean,tuned_std,delta_mean,delta_std,delta_l1_sum,delta_l2_norm,delta_linf_norm,baseline_l2_norm,tuned_l2_norm,relative_l2,cosine_similarity,sign_flip_fraction,abs_delta_q500,abs_delta_q950,abs_delta_q990,abs_delta_q999,abs_delta_z_q500,abs_delta_z_q950,abs_delta_z_q990,abs_delta_z_q999,tail_abs_delta_z_gt_1p0_fraction,tail_abs_delta_z_gt_2p0_fraction,tail_abs_delta_z_gt_3p0_fraction,tail_abs_delta_z_gt_5p0_fraction,relative_l2_rank
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.1.conv.bias.tensor,conv.1.conv.bias,conv,Convolution front-end,0,1.0,conv_bias,Conv,64,64,-0.35623908042907715,3.126411199569702,-0.3897894322872162,3.119171142578125,-0.03355042636394501,0.1571493148803711,5.718122482299805,1.2855265353508365,0.8219127655029297,25.173133406626448,25.147455760971127,0.05106740247967661,0.9986952421063143,0.0,0.0380558967590332,0.32157713174819946,0.5739203095436096,0.7971136569976807,0.012172389775514603,0.10285823792219162,0.18357160687446594,0.2549612522125244,0.0,0.0,0.0,0.0,4.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.3.conv.bias.tensor,conv.3.conv.bias,conv,Convolution front-end,0,3.0,conv_bias,Conv,128,128,-0.27887842059135437,0.6861683130264282,-0.28894272446632385,0.7099200487136841,-0.010064294561743736,0.03570936992764473,2.570025682449341,0.4197445694729449,0.20554375648498535,8.379785792997541,8.671604461573896,0.05009013116106725,0.9993736600525553,0.0078125,0.008071720600128174,0.09546962380409241,0.12299159169197083,0.1954784095287323,0.011763470247387886,0.13913440704345703,0.1792440563440323,0.2848840653896332,0.0,0.0,0.0,0.0,5.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.2.conv.weight.tensor,conv.2.conv.weight,conv,Convolution front-end,0,2.0,conv_weight,Conv,128x64x9,73728,0.0019348718924447894,0.13461939990520477,0.0019608009606599808,0.1373540312051773,2.59289317909861e-05,0.006631490774452686,248.74659729003906,1.8006558653898153,0.17187809944152832,36.55684384668964,37.29940325794016,0.04925632729513717,0.999013357050209,0.02727593295276165,0.0014348868280649185,0.012998840771615505,0.0269811749458313,0.0552276149392128,0.010658839717507362,0.09655992686748505,0.20042559504508972,0.4102500081062317,5.425347262644209e-05,0.0,0.0,0.0,6.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.1.conv.weight.tensor,conv.1.conv.weight,conv,Convolution front-end,0,1.0,conv_weight,Conv,64x64x5,20480,-0.005043329205363989,0.2731286585330963,-0.005512337200343609,0.27445194125175476,-0.0004690078494604677,0.01313003245741129,97.97481536865234,1.8802155752562086,0.254467248916626,39.093653202318215,39.284282898030604,0.048095161777939585,0.9988608888761122,0.08237304538488388,0.0013336623087525368,0.01991741545498371,0.05377240106463432,0.1472642719745636,0.004882908426225185,0.0729231983423233,0.1968757063150406,0.5391754508018494,0.0,0.0,0.0,0.0,7.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.4.conv.weight.tensor,conv.4.conv.weight,conv,Convolution front-end,0,4.0,conv_weight,Conv,512x128x5,327680,0.0007904483936727047,0.04287688806653023,0.0007856440497562289,0.04277350381016731,-4.8043652896012645e-06,0.0017824071692302823,310.0992431640625,1.0203129486503608,0.05261601507663727,24.54832830078825,24.489107162755165,0.04156343911277889,0.9991372905048391,0.0276947021484375,0.00046230247244238853,0.0034804479219019413,0.0073125907219946384,0.014896792359650135,0.010782087221741676,0.08117303252220154,0.17054849863052368,0.34743165969848633,3.051757857974735e-06,0.0,0.0,0.0,8.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.4.conv.bias.tensor,conv.4.conv.bias,conv,Convolution front-end,0,4.0,conv_bias,Conv,512,512,0.018486348912119865,0.1553741842508316,0.0182762760668993,0.15685847401618958,-0.00021006983297411352,0.006458895280957222,1.812038540840149,0.1462253951502858,0.06262624263763428,3.5405137074041804,3.573313046962412,0.041300615457143204,0.9991974566751144,0.033203125,0.0018760152161121368,0.012950670905411243,0.02710065059363842,0.051468901336193085,0.012074174359440804,0.0833514928817749,0.17442181706428528,0.33125773072242737,0.0,0.0,0.0,0.0,9.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,conv.0.conv.bias.tensor,conv.0.conv.bias,conv,Convolution front-end,0,0.0,conv_bias,Conv,64,64,-0.34886807203292847,0.4828624725341797,-0.34966975450515747,0.4814944565296173,-0.0008016546489670873,0.023020241409540176,0.7326457500457764,0.1842735569114523,0.13129985332489014,4.765644611255755,4.760543365239331,0.03866707905079335,0.9992521636653781,0.046875,0.0029296875,0.04565892741084099,0.08367635309696198,0.1265375316143036,0.006067333277314901,0.09455886483192444,0.17329230904579163,0.2620570659637451,0.0,0.0,0.0,0.0,10.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,crf.linear.weight.tensor,crf.linear.weight,crf,CRF head,5,,linear_weight,CRF,4096x512,2097152,-0.00031572766602039337,0.03356962278485298,-0.00031949084950610995,0.033446259796619415,-3.7631209579558345e-06,0.001016906462609768,1713.5634765625,1.4726374698321754,0.005126953125,48.61623023021093,48.43764364898054,0.030291066642946406,0.9995429280009563,0.009849071502685547,0.000701904296875,0.0019683837890625,0.0025634765625,0.0032958984375,0.020908905193209648,0.05863584205508232,0.0763629600405693,0.09818094968795776,0.0,0.0,0.0,0.0,11.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_encoder.0.self_attn.out_proj.weight.tensor,transformer_encoder.0.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,0.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-1.71788597072009e-05,0.029549462720751762,-1.97204190044431e-05,0.029540838673710823,-2.5415570235054474e-06,0.0007398478919640183,150.87989807128906,0.3788041636008047,0.0037841796875,15.129331866915267,15.124916770012478,0.02503773246121637,0.9996859046245278,0.013004302978515625,0.00046539306640625,0.00148773193359375,0.0019989013671875,0.0026280581951141357,0.015749623998999596,0.05034715682268143,0.06764592230319977,0.08893757313489914,0.0,0.0,0.0,0.0,12.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,upsample.linear.bias.tensor,upsample.linear.bias,upsample,Upsample,4,,linear_bias,Upsample,1024,1024,0.0006987148080952466,0.0231142770498991,0.0007070645224303007,0.02321884222328663,8.34971433505416e-06,0.000555189442820847,0.4482157826423645,0.017768070372113205,0.002197265625,0.73999470476885,0.7433473859693172,0.0240110777247242,0.9997232861294113,0.0078125,0.0003662109375,0.0010658260434865952,0.0015869140625,0.0020747226662933826,0.01584348827600479,0.04611114040017128,0.0686551183462143,0.08975931257009506,0.0,0.0,0.0,0.0,13.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_encoder.1.self_attn.out_proj.weight.tensor,transformer_encoder.1.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,1.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-6.949186354177073e-05,0.046070944517850876,-6.807495083194226e-05,0.046052105724811554,1.4168983852869133e-06,0.0007953601889312267,165.38885498046875,0.40722497075270636,0.0043182373046875,23.588355654028483,23.578708729934593,0.017263813413935115,0.9998505638005956,0.00862884521484375,0.00052642822265625,0.0015716552734375,0.002090051770210266,0.002685546875,0.011426466517150402,0.034113798290491104,0.04536592960357666,0.058291539549827576,0.0,0.0,0.0,0.0,14.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_encoder.17.norm2.weight.tensor,transformer_encoder.17.norm2.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,17.0,norm2_weight,Norm/deepnorm,512,512,0.24103976786136627,0.018107499927282333,0.2449282854795456,0.018472736701369286,0.0038885120302438736,0.0007828824454918504,1.9909181594848633,0.08975252931618384,0.00732421875,5.469475223955573,5.557834168553574,0.01640971494359519,0.9999960870775966,0.0,0.00390625,0.005059812217950821,0.0058325231075286865,0.006949961185455322,0.21572542190551758,0.27943170070648193,0.3221052289009094,0.38381654024124146,0.0,0.0,0.0,0.0,15.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_encoder.2.self_attn.out_proj.weight.tensor,transformer_encoder.2.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,2.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-8.489452739013359e-05,0.05466361343860626,-8.6336447566282e-05,0.05463172122836113,-1.4419458693737397e-06,0.0007923177327029407,164.81460571289062,0.4056672721959884,0.00506591796875,27.987814295214935,27.97148751442317,0.014494424892097797,0.9998943337782092,0.00566864013671875,0.00052642822265625,0.001556396484375,0.0020751953125,0.0027311891317367554,0.009630320593714714,0.028472252190113068,0.03796300292015076,0.04996355623006821,0.0,0.0,0.0,0.0,16.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_encoder.0.ff.fc2.weight.tensor,transformer_encoder.0.ff.fc2.weight,transformer_ffn,Transformer FFN,2,0.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-7.165218994487077e-05,0.056143082678318024,-7.068281411193311e-05,0.056062959134578705,9.693812899058685e-07,0.0007936464389786124,661.7105102539062,0.8126933528012,0.0040283203125,57.49062423560906,57.40857626614903,0.014136102427251303,0.9998989387404543,0.005187034606933594,0.0005340576171875,0.001556396484375,0.0020751953125,0.002655029296875,0.00951243657618761,0.027721958234906197,0.036962609738111496,0.04729039967060089,0.0,0.0,0.0,0.0,17.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,upsample.linear.weight.tensor,upsample.linear.weight,upsample,Upsample,4,,linear_weight,Upsample,1024x512,524288,2.0732361008413136e-05,0.06463779509067535,2.0410356228239834e-05,0.06462807953357697,-3.220105782020255e-07,0.0009125519427470863,378.48394775390625,0.6607578177637292,0.006561279296875,46.802790736270474,46.795755934032094,0.014117914922787961,0.9998991857927678,0.0046977996826171875,0.0006103515625,0.0017852783203125,0.002410888671875,0.00341796875,0.009442641399800777,0.027619725093245506,0.03729843348264694,0.052878789603710175,0.0,0.0,0.0,0.0,18.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_encoder.16.self_attn.Wqkv.weight.tensor,transformer_encoder.16.self_attn.Wqkv.weight,transformer_self_attn,Transformer self-attention,1,16.0,self_attn_Wqkv_weight,Self-attention,1536x512,786432,-6.306452269200236e-05,0.06916620582342148,-6.306118302745745e-05,0.06919233500957489,3.349138522068529e-09,0.0009295781492255628,568.177734375,0.8243584898596116,0.01220703125,61.33735798332856,61.36053283857935,0.013439745645445929,0.9999082516771172,0.0044428505934774876,0.0006103515625,0.0018310546875,0.002532958984375,0.004119873046875,0.008824417367577553,0.026473253965377808,0.0366213321685791,0.05956482142210007,0.0,0.0,0.0,0.0,19.0
GammaQCH,GammaQCH,GammaQCH,Gamma,QCH,,,4,transformer_encoder.17.ff.fc1.weight.tensor,transformer_encoder.17.ff.fc1.weight,transformer_ffn,Transformer FFN,2,17.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-2.1685345927835442e-06,0.07129102200269699,2.6626644284988288e-06,0.07120952010154724,4.83119765704032e-06,0.0009474934195168316,1580.3270263671875,1.3721288702473111,0.00537109375,103.24059335933468,103.12256625916075,0.013290594577188513,0.9999086064699572,0.0043087005615234375,0.0006256103515625,0.001861572265625,0.0024566650390625,0.003173828125,0.008775442838668823,0.02611229382455349,0.034459665417671204,0.044519320130348206,0.0,0.0,0.0,0.0,20.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.0.conv.weight.tensor,conv.0.conv.weight,conv,Convolution front-end,0,0.0,conv_weight,Conv,64x1x5,320,-0.001664625247940421,0.7632753252983093,-0.0020551723428070545,0.9127532839775085,-0.00039054296212270856,0.15280775725841522,17.43138313293457,2.7335172343222776,1.0363163948059082,13.653916777224586,16.327868007845993,0.20020022671309382,0.9992776247250376,0.296875,0.0025243936106562614,0.2760944068431854,0.7909486889839172,1.0078210830688477,0.0033073171507567167,0.36172324419021606,1.036255955696106,1.320389986038208,0.01875000074505806,0.0,0.0,0.0,1.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.3.conv.weight.tensor,conv.3.conv.weight,conv,Convolution front-end,0,3.0,conv_weight,Conv,128x128x9,147456,2.159507403121097e-06,0.045519500970840454,-3.6336787161417305e-05,0.04686393961310387,-3.849628410534933e-05,0.002891381038352847,190.15892028808594,1.1103886553658908,0.1359243392944336,17.479488886643146,17.995757556687145,0.06352523592462275,0.9984639065263063,0.0060017905198037624,0.0005250871181488037,0.004914973862469196,0.011585766449570656,0.027705088257789612,0.011535429395735264,0.10797509551048279,0.25452306866645813,0.608642041683197,0.00022379557776730508,4.747178900288418e-05,0.0,0.0,2.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.1.conv.bias.tensor,conv.1.conv.bias,conv,Convolution front-end,0,1.0,conv_bias,Conv,64,64,-0.35623908042907715,3.126411199569702,-0.3847292959690094,3.0990915298461914,-0.028490237891674042,0.17333120107650757,6.35246467590332,1.4052563865745877,0.8475980758666992,25.173133406626448,24.983048452119238,0.05582365786075004,0.9984586450487881,0.0,0.05000472068786621,0.39622172713279724,0.63450026512146,0.8262884020805359,0.01599428802728653,0.1267337203025818,0.2029484361410141,0.26429295539855957,0.0,0.0,0.0,0.0,3.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.1.conv.weight.tensor,conv.1.conv.weight,conv,Convolution front-end,0,1.0,conv_weight,Conv,64x64x5,20480,-0.005043329205363989,0.2731286585330963,-0.0054060956463217735,0.2722451686859131,-0.00036276603350415826,0.014462280087172985,107.89800262451172,2.0703241311952167,0.2642967700958252,39.093653202318215,38.96823626365453,0.05295806253973715,0.9985983269303994,0.08208008110523224,0.0014061089605093002,0.021203458309173584,0.05724043399095535,0.21073079109191895,0.005148156080394983,0.07763175666332245,0.2095731496810913,0.7715440392494202,0.0,0.0,0.0,0.0,4.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.2.conv.bias.tensor,conv.2.conv.bias,conv,Convolution front-end,0,2.0,conv_bias,Conv,128,128,-0.23985695838928223,0.8994260430335999,-0.24251973628997803,0.9062648415565491,-0.0026627795305103064,0.04795666038990021,3.5706026554107666,0.5434034240550896,0.22156643867492676,10.53146805806331,10.613993969329218,0.05159806980936401,0.9987096640335194,0.0078125,0.012998029589653015,0.10640130192041397,0.19580714404582977,0.2188974767923355,0.014451471157371998,0.11829911917448044,0.21770232915878296,0.24337463080883026,0.0,0.0,0.0,0.0,5.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.3.conv.bias.tensor,conv.3.conv.bias,conv,Convolution front-end,0,3.0,conv_bias,Conv,128,128,-0.27887842059135437,0.6861683130264282,-0.2887343466281891,0.7106606960296631,-0.00985594280064106,0.03652496263384819,2.6285834312438965,0.4280130880507153,0.21393895149230957,8.379785792997541,8.678478359326638,0.05107685311101004,0.9993539105748581,0.0078125,0.008084867149591446,0.09609127044677734,0.12293753772974014,0.20273718237876892,0.011782629415392876,0.14004038274288177,0.17916527390480042,0.2954627573490143,0.0,0.0,0.0,0.0,6.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.2.conv.weight.tensor,conv.2.conv.weight,conv,Convolution front-end,0,2.0,conv_weight,Conv,128x64x9,73728,0.0019348718924447894,0.13461939990520477,0.0019425079226493835,0.13616618514060974,7.636036571057048e-06,0.006307271774858236,237.8227081298828,1.71260846205232,0.2045748233795166,36.55684384668964,36.976829078111535,0.04684782059508555,0.998980410150249,0.02730306051671505,0.0013969969004392624,0.012409166432917118,0.02462538331747055,0.05243446305394173,0.01037738099694252,0.09217961877584457,0.18292593955993652,0.38950151205062866,5.425347262644209e-05,0.0,0.0,0.0,7.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.4.conv.weight.tensor,conv.4.conv.weight,conv,Convolution front-end,0,4.0,conv_weight,Conv,512x128x5,327680,0.0007904483936727047,0.04287688806653023,0.0007873958093114197,0.04273626208305359,-3.0525989132001996e-06,0.0019126883707940578,317.67840576171875,1.0948880950148119,0.05267176032066345,24.54832830078825,24.467810835664146,0.04460133014351166,0.9990075255076538,0.02373657189309597,0.00046416930854320526,0.0035297528374940157,0.007732869125902653,0.01785905659198761,0.01082562655210495,0.08232294768095016,0.18035048246383667,0.41651928424835205,1.220703143189894e-05,0.0,0.0,0.0,8.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.4.conv.bias.tensor,conv.4.conv.bias,conv,Convolution front-end,0,4.0,conv_bias,Conv,512,512,0.018486348912119865,0.1553741842508316,0.01808757707476616,0.15683989226818085,-0.00039877044036984444,0.006734978873282671,1.8217438459396362,0.15266206693157608,0.0765155553817749,3.5405137074041804,3.572403510401014,0.04311862050195567,0.9991188851849957,0.033203125,0.001892782747745514,0.012844824232161045,0.02579432539641857,0.05811428278684616,0.012182092294096947,0.08267024904489517,0.16601420938968658,0.37402790784835815,0.0,0.0,0.0,0.0,9.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,conv.0.conv.bias.tensor,conv.0.conv.bias,conv,Convolution front-end,0,0.0,conv_bias,Conv,64,64,-0.34886807203292847,0.4828624725341797,-0.3495270013809204,0.481454461812973,-0.0006589195691049099,0.020172497257590294,0.6462095975875854,0.16146605739781092,0.11514556407928467,4.765644611255755,4.7596137484745515,0.03388126278162199,0.9994260566951952,0.046875,0.0029295682907104492,0.03963243216276169,0.07346216589212418,0.11097724735736847,0.006067086011171341,0.08207809925079346,0.15213890373706818,0.2298320084810257,0.0,0.0,0.0,0.0,10.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,crf.linear.weight.tensor,crf.linear.weight,crf,CRF head,5,,linear_weight,CRF,4096x512,2097152,-0.00031572766602039337,0.03356962278485298,-0.00031902140472084284,0.033448752015829086,-3.293722329544835e-06,0.00098006846383214,1652.752685546875,1.4192885464837415,0.00469970703125,48.61623023021093,48.44124733488368,0.0291937186359987,0.99957565781448,0.009532451629638672,0.00067138671875,0.00189208984375,0.002471923828125,0.003143310546875,0.019999822601675987,0.05636313557624817,0.07363571226596832,0.09363552927970886,0.0,0.0,0.0,0.0,11.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_encoder.0.self_attn.out_proj.weight.tensor,transformer_encoder.0.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,0.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-1.71788597072009e-05,0.029549462720751762,-1.976250860025175e-05,0.029541296884417534,-2.5836477561824722e-06,0.0007371364044956863,150.24905395507812,0.37741602014048403,0.00384521484375,15.129331866915267,15.125150821658925,0.024945980659317163,0.9996883055965814,0.012950897216796875,0.000457763671875,0.0014801025390625,0.0019989013671875,0.00262451171875,0.015491433441638947,0.05008896812796593,0.06764592230319977,0.0888175517320633,0.0,0.0,0.0,0.0,12.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,upsample.linear.bias.tensor,upsample.linear.bias,upsample,Upsample,4,,linear_bias,Upsample,1024,1024,0.0006987148080952466,0.0231142770498991,0.0006958923768252134,0.023221271112561226,-2.822431270033121e-06,0.0005688105011358857,0.4662286639213562,0.018202159682298585,0.002197265625,0.73999470476885,0.7434142965934588,0.024597689098275026,0.9997095834820867,0.0087890625,0.00037384033203125,0.0011138916015625,0.0016033947467803955,0.0017788640689104795,0.01617356203496456,0.048190612345933914,0.06936812400817871,0.0769595056772232,0.0,0.0,0.0,0.0,13.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_encoder.1.self_attn.out_proj.weight.tensor,transformer_encoder.1.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,1.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-6.949186354177073e-05,0.046070944517850876,-6.808246689615771e-05,0.046052124351263046,1.4093800473347073e-06,0.0007912584114819765,164.53492736816406,0.4051248484843394,0.0043792724609375,23.588355654028483,23.578720378500186,0.017174781253356843,0.9998519354136738,0.00862884521484375,0.000518798828125,0.001556396484375,0.0020751953125,0.002685546875,0.0112608652561903,0.03378259763121605,0.0450434610247612,0.058291539549827576,0.0,0.0,0.0,0.0,14.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_encoder.17.norm2.weight.tensor,transformer_encoder.17.norm2.weight,transformer_norm_deepnorm,Transformer norm/deepnorm,3,17.0,norm2_weight,Norm/deepnorm,512,512,0.24103976786136627,0.018107499927282333,0.24496659636497498,0.018466683104634285,0.003926821518689394,0.0007838507299311459,2.0105326175689697,0.09060677168300517,0.007080078125,5.469475223955573,5.55868845448136,0.016565898550219775,0.9999959789314203,0.0,0.00390625,0.005126953125,0.005845949053764343,0.006830573081970215,0.21572542190551758,0.2831396162509918,0.3228466808795929,0.3772232234477997,0.0,0.0,0.0,0.0,15.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_encoder.2.self_attn.out_proj.weight.tensor,transformer_encoder.2.self_attn.out_proj.weight,transformer_self_attn,Transformer self-attention,1,2.0,self_attn_out_proj_weight,Self-attention,512x512,262144,-8.489452739013359e-05,0.05466361343860626,-8.627025090390816e-05,0.05463235825300217,-1.3757201031694422e-06,0.0007885635131970048,164.04261779785156,0.4037450442881014,0.00506591796875,27.987814295214935,27.97181154682223,0.014425744005208548,0.9998952248901314,0.00571441650390625,0.000518798828125,0.001552581787109375,0.0020751953125,0.002716064453125,0.00949075073003769,0.02840246632695198,0.03796300292015076,0.049686871469020844,0.0,0.0,0.0,0.0,16.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,upsample.linear.weight.tensor,upsample.linear.weight,upsample,Upsample,4,,linear_weight,Upsample,1024x512,524288,2.0732361008413136e-05,0.06463779509067535,2.0012383174616843e-05,0.06463103741407394,-7.199796527856961e-07,0.0009194690501317382,381.805908203125,0.6657664932159011,0.0064849853515625,46.802790736270474,46.797897526391345,0.014224931521015944,0.9998976797854138,0.004726409912109375,0.0006103515625,0.001800537109375,0.0024261474609375,0.00341796875,0.009442641399800777,0.02785579115152359,0.03753449767827988,0.052878789603710175,0.0,0.0,0.0,0.0,17.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_encoder.0.ff.fc2.weight.tensor,transformer_encoder.0.ff.fc2.weight,transformer_ffn,Transformer FFN,2,0.0,ff_fc2_weight,Feed-forward,512x2048,1048576,-7.165218994487077e-05,0.056143082678318024,-7.073775486787781e-05,0.05606364458799362,9.144447403741651e-07,0.0007909720879979432,659.4984741210938,0.8099548015817403,0.00408935546875,57.49062423560906,57.40928220761648,0.01408846768235383,0.9998994403057724,0.0051937103271484375,0.00052642822265625,0.001556396484375,0.00206756591796875,0.0026397705078125,0.009376544505357742,0.027721958234906197,0.0368267185986042,0.047018613666296005,0.0,0.0,0.0,0.0,18.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_encoder.17.ff.fc1.weight.tensor,transformer_encoder.17.ff.fc1.weight,transformer_ffn,Transformer FFN,2,17.0,ff_fc1_weight,Feed-forward,4096x512,2097152,-2.1685345927835442e-06,0.07129102200269699,2.9399861887213774e-06,0.07120967656373978,5.108524419483729e-06,0.0009486352209933102,1583.183837890625,1.3737844816536802,0.005218505859375,103.24059335933468,103.12279353700131,0.013306631015497295,0.9999086958807106,0.004330635070800781,0.0006307363510131836,0.001861572265625,0.0024547576904296875,0.003173828125,0.008847344666719437,0.02611229382455349,0.03443291038274765,0.044519320130348206,0.0,0.0,0.0,0.0,19.0
GammaQCL,GammaQCL,GammaQCL,Gamma,QCL,,,5,transformer_encoder.16.self_attn.Wqkv.weight.tensor,transformer_encoder.16.self_attn.Wqkv.weight,transformer_self_attn,Transformer self-attention,1,16.0,self_attn_Wqkv_weight,Self-attention,1536x512,786432,-6.306452269200236e-05,0.06916620582342148,-6.32080773357302e-05,0.06919015198945999,-1.4353675226175255e-07,0.0009127247030846775,558.0499877929688,0.8094127395845144,0.01220703125,61.33735798332856,61.35860110601854,0.013196080923545793,0.9999113186834698,0.004375457763671875,0.00058746337890625,0.00177001953125,0.002471923828125,0.00408935546875,0.00849350169301033,0.025590810924768448,0.03573889285326004,0.05912359803915024,0.0,0.0,0.0,0.0,20.0
Beta,Beta,Beta,Beta,base,,,6,conv.0.conv.weight.tensor,conv.0.conv.weight,conv,Convolution front-end,0,0.0,conv_weight,Conv,64x1x5,320,-0.001664625247940421,0.7632753252983093,-0.0020288664381951094,0.8815062046051025,-0.00036423481651581824,0.12100082635879517,13.904728889465332,2.1645383896872072,0.812983512878418,13.653916777224586,15.768903741075741,0.15852875222570617,0.9995075844501703,0.29374998807907104,0.002411959692835808,0.2168242633342743,0.628566563129425,0.7909379005432129,0.0031600126530975103,0.28407084941864014,0.8235121965408325,1.036241888999939,0.0031250000465661287,0.0,0.0,0.0,1.0
Beta,Beta,Beta,Beta,base,,,6,conv.3.conv.weight.tensor,conv.3.conv.weight,conv,Convolution front-end,0,3.0,conv_weight,Conv,128x128x9,147456,2.159507403121097e-06,0.045519500970840454,-3.595153975766152e-05,0.046747684478759766,-3.811104397755116e-05,0.0026378296315670013,177.01976013183594,1.013032215253864,0.12351584434509277,17.479488886643146,17.951115667582823,0.05795548267020033,0.9987192273717812,0.0059814453125,0.0005113566294312477,0.004503393545746803,0.010523485951125622,0.025593820959329605,0.011233789846301079,0.09893324971199036,0.23118627071380615,0.5622604489326477,0.00016954209422692657,2.0345052689663135e-05,0.0,0.0,2.0
Beta,Beta,Beta,Beta,base,,,6,conv.1.conv.bias.tensor,conv.1.conv.bias,conv,Convolution front-end,0,1.0,conv_bias,Conv,64,64,-0.35623908042907715,3.126411199569702,-0.3794979155063629,3.095188856124878,-0.023258931934833527,0.1575160175561905,5.445532321929932,1.273791772908017,0.8750648498535156,25.173133406626448,24.946935871465257,0.05060124031173092,0.998748778666071,0.0,0.039396047592163086,0.3133269250392914,0.6098854541778564,0.848547101020813,0.012601044028997421,0.10021936148405075,0.19507525861263275,0.2714124917984009,0.0,0.0,0.0,0.0,3.0
Beta,Beta,Beta,Beta,base,,,6,conv.2.conv.bias.tensor,conv.2.conv.bias,conv,Convolution front-end,0,2.0,conv_bias,Conv,128,128,-0.23985695838928223,0.8994260430335999,-0.24361327290534973,0.8929002285003662,-0.0037563154473900795,0.04591689631342888,3.3311500549316406,0.5212257686993006,0.2341616153717041,10.53146805806331,10.471253053141716,0.049492223289817595,0.9987845582955048,0.0078125,0.013084113597869873,0.08974511921405792,0.18326231837272644,0.2279820591211319,0.014547180384397507,0.09978043287992477,0.2037547379732132,0.25347504019737244,0.0,0.0,0.0,0.0,4.0
Beta,Beta,Beta,Beta,base,,,6,conv.3.conv.bias.tensor,conv.3.conv.bias,conv,Convolution front-end,0,3.0,conv_bias,Conv,128,128,-0.27887842059135437,0.6861683130264282,-0.2884592115879059,0.7092969417572021,-0.009580793790519238,0.033757373690605164,2.4926445484161377,0.3970050868902357,0.19052767753601074,8.379785792997541,8.663012785823634,0.04737651972225119,0.9994668598135205,0.0078125,0.008758783340454102,0.08840561658143997,0.11134717613458633,0.18081800639629364,0.01276477426290512,0.12883955240249634,0.1622738540172577,0.26351845264434814,0.0,0.0,0.0,0.0,5.0
